customer_id,customer_type,regions,building_size_m2,occupants,energy_cost_brl,Cost per square meter,Cost per occupant,People per square meter,Categorize building size,,,434370.14
CUSTOMER_4190,commercial,Southeast,45,2,67.71,1.50,33.86,0.04,Small,,,
CUSTOMER_4191,commercial,South,45,1,57.47,1.28,57.47,0.02,Small,,,
CUSTOMER_4192,commercial,North,17,1,79.22,4.66,79.22,0.06,Small,,,
CUSTOMER_4193,residential,South,45,2,79.65,1.77,39.83,0.04,Small,,,
CUSTOMER_4194,commercial,Southeast,52,4,147.55,2.84,36.89,0.08,Large,,,
CUSTOMER_4195,residential,Southeast,17,1,102.22,6.01,102.22,0.06,Small,,,
CUSTOMER_4196,residential,North,17,2,55.34,3.26,27.67,0.12,Small,,,
CUSTOMER_4197,residential,Midwest,24,2,82.88,3.45,41.44,0.08,Small,,,
CUSTOMER_4198,residential,South,45,4,141.2,3.14,35.30,0.09,Small,,,
CUSTOMER_4199,residential,Midwest,45,4,157.89,3.51,39.47,0.09,Small,,,
CUSTOMER_4200,residential,Midwest,45,4,155.52,3.46,38.88,0.09,Small,,,
CUSTOMER_4201,commercial,South,45,3,89.08,1.98,29.69,0.07,Small,,,
CUSTOMER_4202,residential,Midwest,52,2,79.29,1.52,39.65,0.04,Large,,,
CUSTOMER_4203,residential,Midwest,45,4,112.71,2.50,28.18,0.09,Small,,,
CUSTOMER_4204,commercial,Midwest,52,2,72.23,1.39,36.12,0.04,Large,,,
CUSTOMER_4205,residential,South,52,1,82.55,1.59,82.55,0.02,Large,,,
CUSTOMER_4206,residential,North,45,2,89.74,1.99,44.87,0.04,Small,,,
CUSTOMER_4207,residential,Midwest,45,2,85.13,1.89,42.57,0.04,Small,,,
CUSTOMER_4208,residential,Midwest,52,3,89.17,1.71,29.72,0.06,Large,,,
CUSTOMER_4209,residential,Midwest,77,1,74.54,0.97,74.54,0.01,Large,,,
CUSTOMER_4210,residential,Midwest,17,1,89.86,5.29,89.86,0.06,Small,,,
CUSTOMER_4211,residential,South,17,3,59.88,3.52,19.96,0.18,Small,,,
CUSTOMER_4212,residential,South,77,4,112.77,1.46,28.19,0.05,Large,,,
CUSTOMER_4213,residential,North,24,2,60.86,2.54,30.43,0.08,Small,,,
CUSTOMER_4214,residential,Midwest,52,3,98.25,1.89,32.75,0.06,Large,,,
CUSTOMER_4215,residential,North,24,1,56.4,2.35,56.40,0.04,Small,,,
CUSTOMER_4216,commercial,Northeast,17,3,93.66,5.51,31.22,0.18,Small,,,
CUSTOMER_4217,residential,Midwest,17,1,64.49,3.79,64.49,0.06,Small,,,
CUSTOMER_4218,residential,South,24,3,76.55,3.19,25.52,0.13,Small,,,
CUSTOMER_4219,commercial,Southeast,24,2,99.53,4.15,49.77,0.08,Small,,,
CUSTOMER_4220,residential,North,45,2,82.59,1.84,41.30,0.04,Small,,,
CUSTOMER_4221,residential,North,45,1,63.29,1.41,63.29,0.02,Small,,,
CUSTOMER_4222,residential,Midwest,77,4,119.43,1.55,29.86,0.05,Large,,,
CUSTOMER_4223,commercial,Midwest,45,4,154.31,3.43,38.58,0.09,Small,,,
CUSTOMER_4224,commercial,Northeast,45,3,74.43,1.65,24.81,0.07,Small,,,
CUSTOMER_4225,residential,Southeast,45,1,82.64,1.84,82.64,0.02,Small,,,
CUSTOMER_4226,commercial,South,45,4,129.07,2.87,32.27,0.09,Small,,,
CUSTOMER_4227,residential,Midwest,45,2,71.93,1.60,35.97,0.04,Small,,,
CUSTOMER_4228,residential,Southeast,17,1,63.97,3.76,63.97,0.06,Small,,,
CUSTOMER_4229,residential,Northeast,17,2,87.74,5.16,43.87,0.12,Small,,,
CUSTOMER_4230,residential,Midwest,17,1,89.38,5.26,89.38,0.06,Small,,,
CUSTOMER_4231,commercial,Midwest,17,3,66.62,3.92,22.21,0.18,Small,,,
CUSTOMER_4232,residential,North,45,4,147.11,3.27,36.78,0.09,Small,,,
CUSTOMER_4233,residential,South,24,2,96.38,4.02,48.19,0.08,Small,,,
CUSTOMER_4234,commercial,Midwest,52,4,154.32,2.97,38.58,0.08,Large,,,
CUSTOMER_4235,residential,Midwest,77,1,60.78,0.79,60.78,0.01,Large,,,
CUSTOMER_4236,residential,Northeast,77,2,68.11,0.88,34.06,0.03,Large,,,
CUSTOMER_4237,residential,North,77,3,96.68,1.26,32.23,0.04,Large,,,
CUSTOMER_4238,commercial,North,24,2,62.7,2.61,31.35,0.08,Small,,,
CUSTOMER_4239,commercial,Midwest,45,3,52.68,1.17,17.56,0.07,Small,,,
CUSTOMER_4240,residential,Midwest,24,2,97.22,4.05,48.61,0.08,Small,,,
CUSTOMER_4241,commercial,Northeast,52,4,121.75,2.34,30.44,0.08,Large,,,
CUSTOMER_4242,residential,Midwest,52,3,73.78,1.42,24.59,0.06,Large,,,
CUSTOMER_4243,commercial,Midwest,52,4,128.32,2.47,32.08,0.08,Large,,,
CUSTOMER_4244,residential,Midwest,45,2,96.06,2.13,48.03,0.04,Small,,,
CUSTOMER_4245,residential,Midwest,45,3,69.85,1.55,23.28,0.07,Small,,,
CUSTOMER_4246,commercial,South,17,1,98.32,5.78,98.32,0.06,Small,,,
CUSTOMER_4247,residential,Midwest,17,1,84.18,4.95,84.18,0.06,Small,,,
CUSTOMER_4248,residential,Midwest,45,2,79.58,1.77,39.79,0.04,Small,,,
CUSTOMER_4249,residential,Northeast,45,3,69.22,1.54,23.07,0.07,Small,,,
CUSTOMER_4250,commercial,Northeast,77,1,65.01,0.84,65.01,0.01,Large,,,
CUSTOMER_4251,residential,North,17,2,84.55,4.97,42.28,0.12,Small,,,
CUSTOMER_4252,residential,Midwest,52,4,128.35,2.47,32.09,0.08,Large,,,
CUSTOMER_4253,residential,Northeast,45,4,153.77,3.42,38.44,0.09,Small,,,
CUSTOMER_4254,residential,Northeast,52,4,130.81,2.52,32.70,0.08,Large,,,
CUSTOMER_4255,residential,Midwest,52,1,78.78,1.52,78.78,0.02,Large,,,
CUSTOMER_4256,commercial,Northeast,77,3,73.9,0.96,24.63,0.04,Large,,,
CUSTOMER_4257,commercial,Northeast,24,2,93.03,3.88,46.52,0.08,Small,,,
CUSTOMER_4258,residential,Northeast,77,3,74.32,0.97,24.77,0.04,Large,,,
CUSTOMER_4259,residential,Midwest,24,3,66.33,2.76,22.11,0.13,Small,,,
CUSTOMER_4260,residential,North,17,3,96.77,5.69,32.26,0.18,Small,,,
CUSTOMER_4261,residential,Midwest,45,1,83.15,1.85,83.15,0.02,Small,,,
CUSTOMER_4262,commercial,Midwest,52,4,136.28,2.62,34.07,0.08,Large,,,
CUSTOMER_4263,residential,Midwest,45,2,83.87,1.86,41.94,0.04,Small,,,
CUSTOMER_4264,residential,Midwest,52,3,89.41,1.72,29.80,0.06,Large,,,
CUSTOMER_4265,commercial,Southeast,45,4,121.02,2.69,30.26,0.09,Small,,,
CUSTOMER_4266,residential,North,24,1,54.24,2.26,54.24,0.04,Small,,,
CUSTOMER_4267,residential,Northeast,77,3,94.12,1.22,31.37,0.04,Large,,,
CUSTOMER_4268,residential,Northeast,17,1,59.12,3.48,59.12,0.06,Small,,,
CUSTOMER_4269,commercial,North,52,4,143.42,2.76,35.86,0.08,Large,,,
CUSTOMER_4270,commercial,Northeast,24,2,56.73,2.36,28.37,0.08,Small,,,
CUSTOMER_4271,residential,Northeast,45,4,124.43,2.77,31.11,0.09,Small,,,
CUSTOMER_4272,commercial,Midwest,45,4,107.31,2.38,26.83,0.09,Small,,,
CUSTOMER_4273,residential,Midwest,24,2,79.32,3.31,39.66,0.08,Small,,,
CUSTOMER_4274,residential,Northeast,24,2,86.04,3.59,43.02,0.08,Small,,,
CUSTOMER_4275,residential,Midwest,24,2,61.3,2.55,30.65,0.08,Small,,,
CUSTOMER_4276,residential,Northeast,24,3,71.58,2.98,23.86,0.13,Small,,,
CUSTOMER_4277,residential,Northeast,24,1,100.27,4.18,100.27,0.04,Small,,,
CUSTOMER_4278,residential,Midwest,45,2,75.22,1.67,37.61,0.04,Small,,,
CUSTOMER_4279,residential,North,45,3,93.71,2.08,31.24,0.07,Small,,,
CUSTOMER_4280,residential,North,45,2,100.11,2.22,50.06,0.04,Small,,,
CUSTOMER_4281,residential,Midwest,52,2,102.53,1.97,51.27,0.04,Large,,,
CUSTOMER_4282,commercial,South,45,2,98.63,2.19,49.32,0.04,Small,,,
CUSTOMER_4283,residential,Midwest,45,1,68.8,1.53,68.80,0.02,Small,,,
CUSTOMER_4284,residential,North,45,1,101.93,2.27,101.93,0.02,Small,,,
CUSTOMER_4285,residential,Southeast,45,4,148.39,3.30,37.10,0.09,Small,,,
CUSTOMER_4286,residential,Midwest,45,1,95.49,2.12,95.49,0.02,Small,,,
CUSTOMER_4287,commercial,Midwest,17,2,53.28,3.13,26.64,0.12,Small,,,
CUSTOMER_4288,residential,Southeast,52,3,101.5,1.95,33.83,0.06,Large,,,
CUSTOMER_4289,residential,Midwest,45,3,92.45,2.05,30.82,0.07,Small,,,
CUSTOMER_4290,commercial,Northeast,24,3,91.94,3.83,30.65,0.13,Small,,,
CUSTOMER_4291,residential,Midwest,45,2,56.69,1.26,28.35,0.04,Small,,,
CUSTOMER_4292,residential,Midwest,17,1,64.44,3.79,64.44,0.06,Small,,,
CUSTOMER_4293,residential,Midwest,24,3,101.91,4.25,33.97,0.13,Small,,,
CUSTOMER_4294,commercial,Midwest,17,2,78.21,4.60,39.11,0.12,Small,,,
CUSTOMER_4295,residential,South,45,2,72.93,1.62,36.47,0.04,Small,,,
CUSTOMER_4296,residential,South,45,3,95.63,2.13,31.88,0.07,Small,,,
CUSTOMER_4297,residential,Southeast,52,3,56.98,1.10,18.99,0.06,Large,,,
CUSTOMER_4298,residential,Southeast,17,2,73.91,4.35,36.96,0.12,Small,,,
CUSTOMER_4299,residential,South,45,4,124.45,2.77,31.11,0.09,Small,,,
CUSTOMER_4300,residential,North,45,4,123.04,2.73,30.76,0.09,Small,,,
CUSTOMER_4301,residential,Northeast,24,3,68.3,2.85,22.77,0.13,Small,,,
CUSTOMER_4302,commercial,Midwest,45,4,115.37,2.56,28.84,0.09,Small,,,
CUSTOMER_4303,commercial,Southeast,17,2,61.38,3.61,30.69,0.12,Small,,,
CUSTOMER_4304,residential,Midwest,24,3,85.38,3.56,28.46,0.13,Small,,,
CUSTOMER_4305,commercial,Midwest,45,4,154.25,3.43,38.56,0.09,Small,,,
CUSTOMER_4306,residential,North,45,4,131.75,2.93,32.94,0.09,Small,,,
CUSTOMER_4307,residential,Northeast,17,1,67.8,3.99,67.80,0.06,Small,,,
CUSTOMER_4308,residential,Midwest,24,2,60.67,2.53,30.34,0.08,Small,,,
CUSTOMER_4309,commercial,Northeast,24,1,95.13,3.96,95.13,0.04,Small,,,
CUSTOMER_4310,commercial,Northeast,24,3,102.39,4.27,34.13,0.13,Small,,,
CUSTOMER_4311,residential,Northeast,24,2,70.43,2.93,35.22,0.08,Small,,,
CUSTOMER_4312,commercial,Northeast,24,3,67.44,2.81,22.48,0.13,Small,,,
CUSTOMER_4313,residential,Midwest,45,2,83.39,1.85,41.70,0.04,Small,,,
CUSTOMER_4314,commercial,Northeast,45,3,92.31,2.05,30.77,0.07,Small,,,
CUSTOMER_4315,commercial,Midwest,45,1,75.88,1.69,75.88,0.02,Small,,,
CUSTOMER_4316,residential,North,45,4,138.39,3.08,34.60,0.09,Small,,,
CUSTOMER_4317,commercial,Southeast,17,1,89.29,5.25,89.29,0.06,Small,,,
CUSTOMER_4318,residential,Northeast,17,3,101.83,5.99,33.94,0.18,Small,,,
CUSTOMER_4319,residential,Midwest,52,1,60.97,1.17,60.97,0.02,Large,,,
CUSTOMER_4320,residential,Midwest,17,1,103.72,6.10,103.72,0.06,Small,,,
CUSTOMER_4321,residential,Northeast,17,3,72.64,4.27,24.21,0.18,Small,,,
CUSTOMER_4322,commercial,Southeast,17,2,89.64,5.27,44.82,0.12,Small,,,
CUSTOMER_4323,commercial,Midwest,45,3,81.89,1.82,27.30,0.07,Small,,,
CUSTOMER_4324,residential,Midwest,45,4,130.53,2.90,32.63,0.09,Small,,,
CUSTOMER_4325,commercial,Northeast,77,2,88.35,1.15,44.18,0.03,Large,,,
CUSTOMER_4326,commercial,South,52,1,72.82,1.40,72.82,0.02,Large,,,
CUSTOMER_4327,residential,Midwest,45,1,58.98,1.31,58.98,0.02,Small,,,
CUSTOMER_4328,commercial,Northeast,24,1,77.6,3.23,77.60,0.04,Small,,,
CUSTOMER_4329,residential,Northeast,24,1,79.3,3.30,79.30,0.04,Small,,,
CUSTOMER_4330,commercial,Southeast,24,1,62.87,2.62,62.87,0.04,Small,,,
CUSTOMER_4331,residential,Midwest,17,2,100.54,5.91,50.27,0.12,Small,,,
CUSTOMER_4332,residential,Midwest,17,2,64.18,3.78,32.09,0.12,Small,,,
CUSTOMER_4333,residential,Midwest,17,2,73.51,4.32,36.76,0.12,Small,,,
CUSTOMER_4334,residential,Midwest,24,3,60.46,2.52,20.15,0.13,Small,,,
CUSTOMER_4335,residential,Northeast,24,1,80.01,3.33,80.01,0.04,Small,,,
CUSTOMER_4336,residential,Northeast,77,1,68.3,0.89,68.30,0.01,Large,,,
CUSTOMER_4337,residential,Midwest,45,4,130.68,2.90,32.67,0.09,Small,,,
CUSTOMER_4338,commercial,South,77,1,64.03,0.83,64.03,0.01,Large,,,
CUSTOMER_4339,residential,Northeast,24,3,55.26,2.30,18.42,0.13,Small,,,
CUSTOMER_4340,residential,Midwest,45,4,146.57,3.26,36.64,0.09,Small,,,
CUSTOMER_4341,residential,Midwest,24,3,85.42,3.56,28.47,0.13,Small,,,
CUSTOMER_4342,residential,Midwest,24,3,70,2.92,23.33,0.13,Small,,,
CUSTOMER_4343,commercial,Southeast,17,1,54.94,3.23,54.94,0.06,Small,,,
CUSTOMER_4344,commercial,Midwest,77,2,96.95,1.26,48.48,0.03,Large,,,
CUSTOMER_4345,residential,North,77,3,61.22,0.80,20.41,0.04,Large,,,
CUSTOMER_4346,residential,South,17,3,100.29,5.90,33.43,0.18,Small,,,
CUSTOMER_4347,commercial,Midwest,24,2,77.08,3.21,38.54,0.08,Small,,,
CUSTOMER_4348,residential,Southeast,45,3,69.98,1.56,23.33,0.07,Small,,,
CUSTOMER_4349,commercial,Midwest,24,2,90.59,3.77,45.30,0.08,Small,,,
CUSTOMER_4350,residential,Southeast,24,1,97.53,4.06,97.53,0.04,Small,,,
CUSTOMER_4351,commercial,North,17,2,71.54,4.21,35.77,0.12,Small,,,
CUSTOMER_4352,residential,Northeast,45,4,126.19,2.80,31.55,0.09,Small,,,
CUSTOMER_4353,residential,Southeast,24,2,74.74,3.11,37.37,0.08,Small,,,
CUSTOMER_4354,commercial,Northeast,24,1,99.86,4.16,99.86,0.04,Small,,,
CUSTOMER_4355,residential,North,17,3,88.06,5.18,29.35,0.18,Small,,,
CUSTOMER_4356,residential,Midwest,45,1,65.22,1.45,65.22,0.02,Small,,,
CUSTOMER_4357,residential,Southeast,77,3,62,0.81,20.67,0.04,Large,,,
CUSTOMER_4358,residential,Northeast,24,3,64.33,2.68,21.44,0.13,Small,,,
CUSTOMER_4359,residential,Southeast,52,2,66.03,1.27,33.02,0.04,Large,,,
CUSTOMER_4360,residential,Midwest,52,1,64.32,1.24,64.32,0.02,Large,,,
CUSTOMER_4361,residential,Midwest,77,2,86.31,1.12,43.16,0.03,Large,,,
CUSTOMER_4362,residential,Southeast,45,4,110.21,2.45,27.55,0.09,Small,,,
CUSTOMER_4363,commercial,Midwest,45,1,72.39,1.61,72.39,0.02,Small,,,
CUSTOMER_4364,residential,Northeast,52,1,84.6,1.63,84.60,0.02,Large,,,
CUSTOMER_4365,residential,Northeast,17,2,67.44,3.97,33.72,0.12,Small,,,
CUSTOMER_4366,commercial,Midwest,45,3,55.85,1.24,18.62,0.07,Small,,,
CUSTOMER_4367,residential,Midwest,77,3,56.7,0.74,18.90,0.04,Large,,,
CUSTOMER_4368,residential,Southeast,45,1,58.97,1.31,58.97,0.02,Small,,,
CUSTOMER_4369,residential,Midwest,77,3,95.42,1.24,31.81,0.04,Large,,,
CUSTOMER_4370,residential,Midwest,45,4,139.92,3.11,34.98,0.09,Small,,,
CUSTOMER_4371,residential,Midwest,52,2,55.81,1.07,27.91,0.04,Large,,,
CUSTOMER_4372,residential,Northeast,45,2,72.58,1.61,36.29,0.04,Small,,,
CUSTOMER_4373,residential,North,45,2,66.81,1.48,33.41,0.04,Small,,,
CUSTOMER_4374,residential,Southeast,45,1,82.18,1.83,82.18,0.02,Small,,,
CUSTOMER_4375,residential,North,77,1,79.35,1.03,79.35,0.01,Large,,,
CUSTOMER_4376,residential,Northeast,52,3,77.21,1.48,25.74,0.06,Large,,,
CUSTOMER_4377,residential,Midwest,52,2,68.65,1.32,34.33,0.04,Large,,,
CUSTOMER_4378,commercial,Midwest,45,4,111.41,2.48,27.85,0.09,Small,,,
CUSTOMER_4379,residential,Southeast,24,2,90.62,3.78,45.31,0.08,Small,,,
CUSTOMER_4380,residential,Northeast,17,1,97.68,5.75,97.68,0.06,Small,,,
CUSTOMER_4381,residential,North,77,1,100.98,1.31,100.98,0.01,Large,,,
CUSTOMER_4382,residential,Northeast,45,1,55.51,1.23,55.51,0.02,Small,,,
CUSTOMER_4383,residential,Midwest,24,2,90.49,3.77,45.25,0.08,Small,,,
CUSTOMER_4384,residential,Northeast,17,2,89.81,5.28,44.91,0.12,Small,,,
CUSTOMER_4385,commercial,Midwest,52,4,155.77,3.00,38.94,0.08,Large,,,
CUSTOMER_4386,residential,Southeast,52,4,117.72,2.26,29.43,0.08,Large,,,
CUSTOMER_4387,commercial,South,52,3,90.61,1.74,30.20,0.06,Large,,,
CUSTOMER_4388,residential,Northeast,45,4,106.85,2.37,26.71,0.09,Small,,,
CUSTOMER_4389,residential,Midwest,24,2,84.91,3.54,42.46,0.08,Small,,,
CUSTOMER_4390,residential,Midwest,24,3,70.52,2.94,23.51,0.13,Small,,,
CUSTOMER_4391,residential,South,17,3,91.98,5.41,30.66,0.18,Small,,,
CUSTOMER_4392,residential,South,52,2,96.83,1.86,48.42,0.04,Large,,,
CUSTOMER_4393,residential,Northeast,17,3,71.23,4.19,23.74,0.18,Small,,,
CUSTOMER_4394,residential,Midwest,45,3,79.49,1.77,26.50,0.07,Small,,,
CUSTOMER_4395,commercial,Northeast,45,1,58.53,1.30,58.53,0.02,Small,,,
CUSTOMER_4396,commercial,North,45,2,73.91,1.64,36.96,0.04,Small,,,
CUSTOMER_4397,residential,North,77,3,71.03,0.92,23.68,0.04,Large,,,
CUSTOMER_4398,residential,Midwest,17,3,61.9,3.64,20.63,0.18,Small,,,
CUSTOMER_4399,residential,Midwest,45,3,98.43,2.19,32.81,0.07,Small,,,
CUSTOMER_4400,residential,North,17,2,60.1,3.54,30.05,0.12,Small,,,
CUSTOMER_4401,residential,Midwest,17,1,85.15,5.01,85.15,0.06,Small,,,
CUSTOMER_4402,residential,Northeast,45,4,152.65,3.39,38.16,0.09,Small,,,
CUSTOMER_4403,residential,Midwest,17,1,99.33,5.84,99.33,0.06,Small,,,
CUSTOMER_4404,residential,Northeast,45,2,93.23,2.07,46.62,0.04,Small,,,
CUSTOMER_4405,commercial,Northeast,45,2,61.54,1.37,30.77,0.04,Small,,,
CUSTOMER_4406,commercial,Midwest,17,2,94.48,5.56,47.24,0.12,Small,,,
CUSTOMER_4407,commercial,Northeast,17,2,66.7,3.92,33.35,0.12,Small,,,
CUSTOMER_4408,residential,Midwest,45,1,99.87,2.22,99.87,0.02,Small,,,
CUSTOMER_4409,residential,Northeast,52,3,88.91,1.71,29.64,0.06,Large,,,
CUSTOMER_4410,residential,Midwest,45,3,92.82,2.06,30.94,0.07,Small,,,
CUSTOMER_4411,residential,Northeast,45,2,56.87,1.26,28.44,0.04,Small,,,
CUSTOMER_4412,residential,Midwest,45,2,82.42,1.83,41.21,0.04,Small,,,
CUSTOMER_4413,commercial,Midwest,45,4,148.87,3.31,37.22,0.09,Small,,,
CUSTOMER_4414,residential,North,24,3,96.74,4.03,32.25,0.13,Small,,,
CUSTOMER_4415,residential,Midwest,45,4,105.43,2.34,26.36,0.09,Small,,,
CUSTOMER_4416,residential,North,45,4,155.34,3.45,38.84,0.09,Small,,,
CUSTOMER_4417,residential,Midwest,45,4,106.24,2.36,26.56,0.09,Small,,,
CUSTOMER_4418,residential,Northeast,45,4,137.54,3.06,34.39,0.09,Small,,,
CUSTOMER_4419,residential,Midwest,77,1,88.11,1.14,88.11,0.01,Large,,,
CUSTOMER_4420,residential,Midwest,24,2,58.01,2.42,29.01,0.08,Small,,,
CUSTOMER_4421,residential,South,77,2,54.97,0.71,27.49,0.03,Large,,,
CUSTOMER_4422,commercial,Midwest,45,4,146.88,3.26,36.72,0.09,Small,,,
CUSTOMER_4423,residential,Midwest,45,4,124.94,2.78,31.24,0.09,Small,,,
CUSTOMER_4424,commercial,Midwest,17,1,58,3.41,58.00,0.06,Small,,,
CUSTOMER_4425,residential,South,24,1,91.66,3.82,91.66,0.04,Small,,,
CUSTOMER_4426,residential,Midwest,45,1,96.1,2.14,96.10,0.02,Small,,,
CUSTOMER_4427,residential,Northeast,45,4,136.05,3.02,34.01,0.09,Small,,,
CUSTOMER_4428,residential,Southeast,17,2,60.78,3.58,30.39,0.12,Small,,,
CUSTOMER_4429,residential,Midwest,45,1,53.28,1.18,53.28,0.02,Small,,,
CUSTOMER_4430,commercial,Southeast,17,2,88.49,5.21,44.25,0.12,Small,,,
CUSTOMER_4431,commercial,Southeast,77,2,80.75,1.05,40.38,0.03,Large,,,
CUSTOMER_4432,residential,Northeast,52,1,85.92,1.65,85.92,0.02,Large,,,
CUSTOMER_4433,residential,Midwest,17,3,94.26,5.54,31.42,0.18,Small,,,
CUSTOMER_4434,commercial,Northeast,52,1,74.8,1.44,74.80,0.02,Large,,,
CUSTOMER_4435,residential,Northeast,77,3,58.89,0.76,19.63,0.04,Large,,,
CUSTOMER_4436,residential,Northeast,24,1,100.77,4.20,100.77,0.04,Small,,,
CUSTOMER_4437,residential,Midwest,45,1,80.5,1.79,80.50,0.02,Small,,,
CUSTOMER_4438,commercial,Northeast,45,2,84.1,1.87,42.05,0.04,Small,,,
CUSTOMER_4439,commercial,North,45,2,100.43,2.23,50.22,0.04,Small,,,
CUSTOMER_4440,residential,Midwest,24,2,100.34,4.18,50.17,0.08,Small,,,
CUSTOMER_4441,commercial,Northeast,24,2,81.88,3.41,40.94,0.08,Small,,,
CUSTOMER_4442,commercial,North,45,2,67.78,1.51,33.89,0.04,Small,,,
CUSTOMER_4443,residential,Northeast,17,2,103.7,6.10,51.85,0.12,Small,,,
CUSTOMER_4444,residential,Northeast,52,4,141.18,2.72,35.30,0.08,Large,,,
CUSTOMER_4445,residential,Midwest,24,2,73.47,3.06,36.74,0.08,Small,,,
CUSTOMER_4446,commercial,North,45,3,81.25,1.81,27.08,0.07,Small,,,
CUSTOMER_4447,residential,South,52,3,73.85,1.42,24.62,0.06,Large,,,
CUSTOMER_4448,commercial,Midwest,45,4,152.55,3.39,38.14,0.09,Small,,,
CUSTOMER_4449,residential,Northeast,45,2,77.28,1.72,38.64,0.04,Small,,,
CUSTOMER_4450,commercial,Northeast,77,3,94.79,1.23,31.60,0.04,Large,,,
CUSTOMER_4451,residential,Midwest,52,1,95.64,1.84,95.64,0.02,Large,,,
CUSTOMER_4452,residential,Midwest,24,3,94.83,3.95,31.61,0.13,Small,,,
CUSTOMER_4453,commercial,North,45,2,89.58,1.99,44.79,0.04,Small,,,
CUSTOMER_4454,commercial,Northeast,77,3,96.4,1.25,32.13,0.04,Large,,,
CUSTOMER_4455,commercial,Southeast,24,1,72.38,3.02,72.38,0.04,Small,,,
CUSTOMER_4456,residential,Northeast,24,3,58.39,2.43,19.46,0.13,Small,,,
CUSTOMER_4457,commercial,Northeast,24,2,95.76,3.99,47.88,0.08,Small,,,
CUSTOMER_4458,residential,Southeast,17,1,78.08,4.59,78.08,0.06,Small,,,
CUSTOMER_4459,residential,Midwest,45,4,110.84,2.46,27.71,0.09,Small,,,
CUSTOMER_4460,residential,Northeast,45,1,58.42,1.30,58.42,0.02,Small,,,
CUSTOMER_4461,residential,Midwest,77,3,60.68,0.79,20.23,0.04,Large,,,
CUSTOMER_4462,residential,North,45,4,145.02,3.22,36.26,0.09,Small,,,
CUSTOMER_4463,commercial,Midwest,24,1,89,3.71,89.00,0.04,Small,,,
CUSTOMER_4464,residential,Midwest,17,1,62.97,3.70,62.97,0.06,Small,,,
CUSTOMER_4465,commercial,Southeast,77,1,95.99,1.25,95.99,0.01,Large,,,
CUSTOMER_4466,residential,South,24,2,66.94,2.79,33.47,0.08,Small,,,
CUSTOMER_4467,residential,South,24,1,93.22,3.88,93.22,0.04,Small,,,
CUSTOMER_4468,residential,South,77,4,130.65,1.70,32.66,0.05,Large,,,
CUSTOMER_4469,commercial,Midwest,45,3,90.07,2.00,30.02,0.07,Small,,,
CUSTOMER_4470,commercial,Northeast,24,3,72.08,3.00,24.03,0.13,Small,,,
CUSTOMER_4471,commercial,Midwest,52,1,70.33,1.35,70.33,0.02,Large,,,
CUSTOMER_4472,commercial,Midwest,77,3,95.7,1.24,31.90,0.04,Large,,,
CUSTOMER_4473,residential,Southeast,17,1,54.31,3.19,54.31,0.06,Small,,,
CUSTOMER_4474,residential,Northeast,52,3,102.55,1.97,34.18,0.06,Large,,,
CUSTOMER_4475,commercial,South,24,1,85.78,3.57,85.78,0.04,Small,,,
CUSTOMER_4476,residential,Southeast,45,1,74.71,1.66,74.71,0.02,Small,,,
CUSTOMER_4477,residential,South,77,4,138.28,1.80,34.57,0.05,Large,,,
CUSTOMER_4478,residential,Southeast,77,4,110.59,1.44,27.65,0.05,Large,,,
CUSTOMER_4479,residential,Northeast,24,1,78.9,3.29,78.90,0.04,Small,,,
CUSTOMER_4480,residential,North,24,2,103.08,4.30,51.54,0.08,Small,,,
CUSTOMER_4481,residential,North,17,3,64.58,3.80,21.53,0.18,Small,,,
CUSTOMER_4482,residential,Northeast,45,4,143.45,3.19,35.86,0.09,Small,,,
CUSTOMER_4483,residential,Midwest,17,1,74.84,4.40,74.84,0.06,Small,,,
CUSTOMER_4484,residential,Southeast,45,2,86,1.91,43.00,0.04,Small,,,
CUSTOMER_4485,residential,Southeast,17,2,63.02,3.71,31.51,0.12,Small,,,
CUSTOMER_4486,commercial,Midwest,45,4,129.65,2.88,32.41,0.09,Small,,,
CUSTOMER_4487,residential,North,17,1,102.83,6.05,102.83,0.06,Small,,,
CUSTOMER_4488,residential,Northeast,52,1,62.53,1.20,62.53,0.02,Large,,,
CUSTOMER_4489,commercial,North,24,1,85.18,3.55,85.18,0.04,Small,,,
CUSTOMER_4490,residential,Northeast,24,1,82.06,3.42,82.06,0.04,Small,,,
CUSTOMER_4491,residential,Midwest,52,1,81.52,1.57,81.52,0.02,Large,,,
CUSTOMER_4492,commercial,North,45,3,84.09,1.87,28.03,0.07,Small,,,
CUSTOMER_4493,residential,Northeast,24,1,78.29,3.26,78.29,0.04,Small,,,
CUSTOMER_4494,commercial,Northeast,17,1,53.37,3.14,53.37,0.06,Small,,,
CUSTOMER_4495,commercial,Midwest,45,3,98.72,2.19,32.91,0.07,Small,,,
CUSTOMER_4496,residential,Midwest,24,2,94.97,3.96,47.49,0.08,Small,,,
CUSTOMER_4497,residential,Midwest,45,3,61.44,1.37,20.48,0.07,Small,,,
CUSTOMER_4498,residential,Midwest,45,2,73.72,1.64,36.86,0.04,Small,,,
CUSTOMER_4499,residential,South,24,2,92.07,3.84,46.04,0.08,Small,,,
CUSTOMER_4500,residential,Northeast,45,3,102.83,2.29,34.28,0.07,Small,,,
CUSTOMER_4501,residential,Midwest,45,1,101.34,2.25,101.34,0.02,Small,,,
